NdUnfilled_max_value,phi_composition_average,SpaceGroupNumber_composition_average,phi_max_value,NpValence_composition_average,SecondIonizationEnergy_min_value,ThermalExpansionCoefficient_difference,ElasticModulus_composition_average,IsAlkali_arithmetic_average,Electronegativity_composition_average,Group_composition_average,Column_composition_average,ElasticModulus_min_value,ThirdIonizationEnergy_min_value,NUnfilled_arithmetic_average,NdUnfilled_composition_average,SecondIonizationEnergy_difference,HeatFusion_difference,NValance_min_value,BoilingT_difference,IonicRadii_min_value,n_ws^third_composition_average,MendeleevNumber_min_value,SecondIonizationEnergy_arithmetic_average,SecondIonizationEnergy_composition_average
0.0,2.05,85.4,5.45,3.0,18.633,768.2,33.2,0.0,2.94,14.6,14.6,39.0,28.351,1.6666666666666663,0.0,16.483999999999998,24.22,6.0,3145.9,0.58,0.6219999999999999,62.0,24.46,28.7228
5.0,3.1319999999999997,117.6,6.86,2.6,14.632,775.1,61.8,0.0,2.708,13.400000000000002,13.400000000000002,50.0,30.502,3.75,1.0,20.485,20.78,5.0,2866.79,0.62,0.924,49.0,23.9625,26.1934
3.0,4.593999999999999,147.0,6.86,2.4,14.632,767.0,51.6,0.0,2.6719999999999997,13.8,13.8,50.0,30.502,3.0,0.6,20.485,15.98,5.0,3122.79,0.65,1.2579999999999998,58.0,24.1025,25.2022
0.0,1.57,86.0,5.3,2.8,11.870999999999999,1795.3,92.4,0.0,2.78,12.8,12.8,21.0,37.93,2.0,0.0,23.245999999999995,49.98,2.0,4188.12,0.23,0.532,7.0,26.778000000000002,28.4458
8.0,5.6960000000000015,194.0,6.86,1.8,13.58,231.4,41.0,0.0,2.4619999999999997,12.2,12.2,95.0,27.491,3.6666666666666665,1.6,16.021,13.795,4.0,3482.79,0.61,1.5579999999999998,43.0,20.381666666666664,24.0694
5.0,2.01,98.6,5.4,2.6,16.5,1795.1,117.8,0.0,2.96,12.8,12.8,259.0,30.96,3.0,1.4,18.617,26.37,6.0,3883.12,0.62,0.698,49.0,26.16675,27.9568
8.0,3.9739999999999998,164.6,6.86,2.0,13.13,774.3,19.8,0.25,2.356,10.2,10.2,5.0,22.99,3.5,1.6,34.156,20.78,1.0,4604.79,0.84,1.106,2.0,31.2835,30.947
0.0,1.91,91.0,5.45,2.4,17.964000000000002,768.2,44.4,0.0,2.8339999999999996,14.0,14.0,95.0,32.93,0.6666666666666666,0.0,17.153,16.52,6.0,3145.9,0.64,0.598,62.0,24.237,28.589000000000002
7.0,3.3320000000000003,135.0,6.86,2.4000000000000004,14.65,1793.6,132.4,0.0,2.858,12.4,12.4,129.0,29.31,3.2,2.0,20.467,40.9,5.0,4623.79,0.54,1.024,46.0,22.8676,22.8676
0.0,2.7319999999999998,102.2,6.86,2.4000000000000004,20.51,760.3,3.2,0.25,2.532,12.2,12.2,5.0,30.71,2.75,0.0,26.776,5.365,1.0,2399.79,0.62,0.7559999999999999,2.0,33.1285,33.5262
0.0,1.65,80.4,4.15,3.2,14.632,758.0,14.0,0.0,2.9219999999999997,15.2,15.2,20.0,30.502,3.333333333333333,0.0,20.485,6.9300000000000015,6.0,2784.9,0.71,0.478,80.0,21.59233333333333,27.0022
7.0,2.8720000000000003,128.8,6.86,2.4000000000000004,15.035,1793.7,45.48,0.0,2.654,11.0,11.0,44.4,47.448,2.6,1.4,20.082,36.35,2.0,5653.79,0.64,0.8899999999999999,48.0,22.9446,22.9446
2.0,3.412,121.8,6.86,2.8,18.08,771.8,73.8,0.0,2.8760000000000003,14.2,14.2,39.0,28.351,2.75,0.4,17.037,26.37,5.0,3890.79,0.58,0.97,59.0,25.35775,27.3096
3.0,4.784000000000002,152.0,6.86,2.6,16.76,773.6,93.8,0.0,2.78,13.8,13.8,39.0,28.351,3.0,0.6,18.357,38.37000000000001,5.0,4345.79,0.58,1.314,56.0,25.02775,25.9424
6.0,2.992,128.2,6.86,2.2,14.32,772.7,33.2,0.0,2.642,12.8,12.8,62.0,25.04,3.0,1.2,20.797,29.78,5.0,4939.79,0.64,0.906,47.0,23.9865,26.2126
0.0,1.41,98.0,4.2,2.6,18.828,756.9,16.1,0.3333333333333333,2.582,12.4,12.4,10.0,28.447,2.6666666666666665,0.0,57.81,10.49,1.0,2701.9,0.54,0.474,1.0,43.52766666666667,40.1634
3.0,3.262,117.0,6.86,2.6,18.869,1793.6,109.4,0.0,2.888,14.0,14.0,14.0,28.03,2.8,0.6,16.247999999999998,40.9,5.0,4623.79,0.63,0.93,60.0,23.7114,23.7114
6.0,5.756,164.60000000000005,6.86,2.4,14.32,232.7,27.6,0.0,2.548,13.0,13.0,34.0,25.04,4.333333333333334,1.2,15.281,29.645,5.0,4939.79,0.64,1.5499999999999998,47.0,20.202666666666666,23.962
5.0,6.266000000000001,200.2,6.86,1.8,29.601,233.8,198.8,0.0,2.6439999999999997,12.2,12.2,461.0,47.448,3.666666666666667,1.6,0.0,40.765,5.0,5791.79,0.53,1.726,54.0,9.867,17.7606
9.0,2.842,128.0,6.86,2.8000000000000003,12.8,1790.0,20.0,0.0,2.83,13.000000000000002,13.000000000000002,20.0,24.76,3.8,1.8,22.317,13.88,3.0,3025.79,0.75,0.8140000000000001,11.0,25.5032,25.5032
0.0,5.746,194.0,6.86,1.8,16.908,209.8,31.4,0.0,2.4920000000000004,13.8,13.8,62.0,37.48,1.0,0.0,12.692999999999998,6.712999999999999,5.0,1102.79,0.74,1.5019999999999998,69.0,21.491,24.735
0.0,1.34,92.0,4.15,2.8000000000000003,11.870999999999999,758.0,18.0,0.0,2.4839999999999995,12.8,12.8,19.0,30.502,2.0,0.0,23.245999999999995,8.319999999999999,2.0,2784.9,0.29,0.43,7.0,21.2375,24.0134
9.0,5.686,201.0,6.86,1.8,12.24,235.2,77.28,0.0,2.5,10.8,10.8,64.4,20.52,6.0,2.8,17.360999999999994,37.125,3.0,4834.79,0.59,1.586,12.0,19.434,23.5008
7.0,1.93,92.4,5.4,2.6,14.65,1794.9,135.8,0.0,2.938,12.4,12.4,129.0,29.31,3.5,2.2,20.467,57.63,5.0,5200.12,0.54,0.698,46.0,21.18425,23.9708
3.0,1.8,84.8,5.1,2.6,17.06,767.0,44.0,0.0,2.764,14.0,14.0,12.0,29.829,3.333333333333333,0.6,18.057000000000002,15.98,6.0,3109.9,0.65,0.5740000000000001,58.0,24.20166666666667,28.5678
3.0,5.646000000000001,207.2,6.86,1.8,27.28,233.6,107.0,0.3333333333333333,2.4280000000000004,11.0,11.0,2.0,40.0,2.333333333333333,0.6,2.320999999999998,40.765,1.0,4623.79,0.63,1.476,4.0,18.960333333333327,23.2166
0.0,5.8260000000000005,200.2,6.86,1.8,17.964000000000002,223.5,43.8,0.0,2.5340000000000003,13.6,13.6,95.0,36.83,1.3333333333333333,0.0,11.637,13.245,5.0,3122.79,0.73,1.5479999999999998,64.0,22.619,25.411800000000003
1.0,3.532,134.2,6.86,2.4000000000000004,18.563,1791.2,50.66,0.0,3.056,13.8,13.8,78.3,47.448,1.7999999999999998,0.2,16.554000000000002,21.955,5.0,4020.79,0.63,1.0,63.0,27.7544,27.7544
5.0,3.1919999999999997,110.2,6.86,2.4000000000000004,18.869,773.8,95.0,0.0,2.72,13.4,13.4,14.0,28.03,3.75,1.0,16.247999999999998,33.86,5.0,5791.79,0.53,0.934,54.0,20.89675,23.7408
0.0,0.8700000000000001,110.4,2.25,2.4000000000000004,23.33,710.0,4.68,0.5,2.22,10.0,10.0,2.0,34.83,1.5,0.0,11.787,2.115,1.0,941.9,0.29,0.25,3.0,29.338,30.4938
0.0,3.042,116.4,6.86,2.4000000000000004,18.869,763.5,27.6,0.0,2.72,14.2,14.2,14.0,28.03,2.75,0.0,16.247999999999998,13.38,5.0,3122.79,0.73,0.858,64.0,25.96975,27.7992
6.0,1.2,110.4,4.05,2.4000000000000004,14.32,772.7,24.96,0.25,2.37,10.8,10.8,1.8,25.04,3.0,1.2,20.797,29.78,1.0,4926.9,0.29,0.438,5.0,24.46675,26.5968
0.0,4.6640000000000015,127.4,6.86,2.6,16.687,768.2,32.2,0.0,2.748,14.2,14.2,34.0,25.559,2.0,0.0,18.43,16.52,5.0,3158.79,0.64,1.226,62.0,25.25875,26.1272
5.0,1.96,98.6,5.15,2.6,16.461,1795.2,80.06,0.0,3.112,13.2,13.2,78.3,27.16,2.5,1.0,18.656,37.26,6.0,4827.12,0.59,0.6679999999999999,50.0,26.76725,28.4372
0.0,1.76,66.0,4.7,3.2,16.345,1797.4,34.6,0.0,2.914,15.2,15.2,11.0,30.71,3.0,0.0,18.772000000000002,49.99,4.0,3088.12,0.26,0.562,74.0,26.7355,28.4118
0.0,0.8400000000000001,94.2,4.2,3.4000000000000004,18.6,761.2,25.9,0.0,2.634,15.4,15.4,19.0,27.96,2.75,0.0,16.516999999999996,17.16,3.0,2701.9,0.29,0.278,73.0,23.96875,26.1984
9.0,4.218,152.0,6.86,2.0,11.059000000000001,774.8,14.4,0.0,2.524,12.2,12.2,22.0,19.174,3.5,1.8,24.058000000000003,5.98,3.0,3659.79,1.02,1.1440000000000001,13.0,23.634,24.8274
4.0,1.8159999999999998,55.99999999999999,4.93,3.2,16.18,1788.2,49.0,0.0,2.9419999999999997,14.4,14.4,34.0,25.559,2.5,0.8,18.937,13.59,6.0,3049.12,0.55,0.586,55.0,25.738499999999995,27.6142
8.0,2.8920000000000003,121.2,6.86,2.2,13.58,771.4,44.0,0.0,2.6,11.0,11.0,110.0,27.491,4.333333333333333,3.2,21.537,13.93,4.0,3482.79,0.61,0.938,43.0,26.09933333333333,25.399
5.0,1.85,84.39999999999998,4.8,3.2,15.64,1784.6,47.4,0.0,2.918,14.2,14.2,39.0,28.351,2.75,1.0,19.477,24.22,6.0,2249.12,0.58,0.61,52.0,26.09,27.8954
0.0,1.83,86.0,4.8,3.2,18.633,1784.6,23.8,0.0,2.994,15.0,15.0,39.0,28.351,1.75,0.0,16.483999999999998,24.22,6.0,2350.12,0.58,0.56,65.0,27.552499999999995,29.0654
7.0,2.6319999999999997,135.2,6.86,2.2,29.601,773.7,37.08,0.25,2.4479999999999995,10.6,10.6,2.4,45.72,3.25,1.4,5.515999999999997,36.35,1.0,5653.79,0.64,0.7859999999999999,3.0,24.08575,26.291999999999998
4.0,3.378,128.2,6.86,2.2,16.18,768.2,83.80000000000003,0.0,2.7260000000000004,12.8,12.8,208.0,30.651,3.0,1.4,18.937,15.98,5.0,3122.79,0.55,1.0339999999999998,55.0,24.4895,26.615
7.0,4.4140000000000015,164.6,6.86,2.0,14.65,771.6,44.8,0.0,2.56,12.6,12.6,95.0,29.31,3.0,1.4,20.467,21.28,5.0,3602.79,0.54,1.2519999999999998,46.0,24.333000000000002,25.3866
5.0,1.49,91.8,5.2,2.4,31.625,773.8,92.68,0.3333333333333333,2.608,11.2,11.2,2.4,45.72,2.666666666666667,1.0,3.4919999999999973,33.86,1.0,5778.9,0.53,0.5,3.0,22.24733333333333,27.3952
8.0,1.54,74.4,3.9,2.8,13.58,1791.4,24.8,0.0,2.8360000000000003,13.2,13.2,14.0,27.491,4.0,1.6,21.537,13.93,4.0,3475.12,0.61,0.5379999999999999,43.0,25.634,27.5306
0.0,1.74,55.2,4.55,3.6,15.934000000000001,1794.3,29.8,0.0,2.978,15.6,15.6,34.0,25.559,2.5,0.0,19.183,36.72,6.0,3008.12,0.53,0.506,79.0,25.677,27.565
6.0,2.842,135.0,6.86,2.4000000000000004,11.870999999999999,1795.5,84.4,0.0,2.764,11.2,11.2,21.0,47.448,2.4000000000000004,1.2,23.245999999999995,52.09,2.0,5750.79,0.6,0.8740000000000001,7.0,22.3118,22.3118
5.0,5.876,190.4,6.86,2.2,14.632,235.2,74.4,0.0,2.648,13.0,13.0,50.0,27.16,4.333333333333333,1.0,14.969000000000001,37.125,5.0,4834.79,0.59,1.592,50.0,20.23133333333333,23.9792
9.0,1.644,84.8,5.05,2.4,11.059000000000001,774.8,70.2,0.0,2.5980000000000003,10.6,10.6,50.0,19.174,3.6666666666666665,1.8,24.058000000000003,7.675,2.0,3646.9,0.45,0.57,13.0,21.462333333333333,26.9242
3.0,3.302,127.4,6.86,2.6,15.934000000000001,774.3,64.6,0.0,2.762,14.0,14.0,115.0,33.5,3.0,0.6,19.183,36.72,5.0,3122.79,0.53,0.9540000000000001,58.0,24.428,26.5658
5.0,3.1420000000000003,135.0,6.86,2.6,16.5,1795.1,65.89999999999999,0.0,2.746,13.4,13.4,70.5,28.447,3.4000000000000004,1.0,18.617,20.78,3.0,2866.79,0.54,0.9539999999999998,49.0,27.0032,27.0032
0.0,1.034,110.4,2.85,2.4000000000000004,10.004,759.4,8.399999999999999,0.25,2.266,10.2,10.2,10.0,34.83,1.25,0.0,66.634,6.9,1.0,2052.9,0.29,0.358,1.0,36.27225,36.0412
0.0,1.59,74.39999999999998,4.05,2.8,16.908,1769.2,15.2,0.0,2.866,14.8,14.8,14.0,28.03,2.0,0.0,18.209,5.99,6.0,2260.12,0.8,0.48200000000000004,70.0,26.465999999999998,28.1962
7.0,1.84,98.0,5.15,2.4,20.521,773.7,52.26000000000001,0.0,2.872,12.8,12.8,78.3,54.934,3.333333333333333,1.4,14.595999999999995,36.35,6.0,5640.9,0.64,0.6399999999999999,48.0,18.546,25.1744
9.0,2.502,128.0,6.86,2.4000000000000004,11.03,1790.0,19.0,0.0,2.5540000000000003,10.6,10.6,15.0,24.76,3.0,1.8,24.087,13.88,2.0,3025.79,0.75,0.752,8.0,24.7036,24.7036
9.0,4.0440000000000005,157.6,6.86,2.0,12.8,770.0,32.0,0.0,2.448,10.4,10.4,80.0,24.76,4.666666666666666,3.6,22.317,13.88,3.0,3025.79,0.75,1.168,11.0,25.83933333333333,23.9838
0.0,1.14,99.4,2.85,2.6,34.97,1754.0,4.0,0.3333333333333333,2.5639999999999996,10.2,10.2,10.0,54.934,1.3333333333333333,0.0,41.668000000000006,2.78,1.0,1530.12,0.76,0.392,1.0,48.90833333333334,51.696000000000005
4.0,6.306000000000001,200.2,6.86,1.8,29.601,234.9,216.6,0.0,2.7039999999999997,12.4,12.4,533.0,47.448,3.333333333333333,1.4,0.0,57.49500000000001,5.0,5207.79,0.63,1.726,57.0,9.867,17.7606
0.0,1.79,80.2,4.8,3.4,14.632,764.6,21.6,0.0,2.72,15.400000000000002,15.400000000000002,19.0,28.351,2.75,0.0,20.485,24.22,6.0,2784.9,0.29,0.536,80.0,22.928,25.3658
9.0,4.138,157.6,6.86,2.0,11.059000000000001,774.8,32.0,0.0,2.4319999999999995,10.6,10.6,50.0,19.174,5.5,3.4000000000000004,24.058000000000003,13.93,3.0,3659.79,0.61,1.2,13.0,22.33925,23.7916
5.0,3.1420000000000003,123.2,6.86,2.4000000000000004,16.5,1795.1,56.2,0.0,2.824,13.2,13.2,22.0,30.96,2.4,1.0,18.617,20.78,5.0,2866.79,0.62,0.924,49.0,26.9894,26.9894
0.0,1.81,102.6,5.15,2.6000000000000005,20.428,765.8,21.86,0.0,2.724,14.4,14.4,12.0,29.829,2.5,0.0,14.688999999999995,12.33,6.0,3038.9,0.29,0.5379999999999999,66.0,24.849,26.9026
9.0,1.544,102.6,4.55,2.8,11.059000000000001,774.8,36.8,0.0,2.5140000000000002,13.0,13.0,19.0,19.174,4.25,1.8,24.058000000000003,36.72,3.0,3646.9,0.29,0.51,13.0,21.36,24.1114
0.0,0.94,83.0,4.7,3.6,16.345,777.4,40.4,0.0,2.864,15.599999999999998,15.599999999999998,40.0,27.96,2.6666666666666665,0.0,18.772000000000002,49.99,4.0,3082.9,0.26,0.3,78.0,23.354,28.0592
0.0,4.324,163.79999999999995,6.86,2.0,15.035,763.5,33.68,0.0,2.5460000000000003,11.8,11.8,44.4,36.83,1.5,0.0,20.082,13.38,2.0,3122.79,0.72,1.188,64.0,25.01125,25.9292
3.0,4.303999999999999,170.79999999999995,6.86,2.0,29.601,773.6,107.08,0.25,2.508,11.2,11.2,2.4,45.72,2.25,0.6,5.515999999999997,40.9,1.0,4623.79,0.63,1.156,3.0,24.08575,25.1888
8.0,5.916,200.2,6.86,1.8,13.58,231.4,63.6,0.0,2.514,11.8,11.8,110.0,27.491,4.333333333333333,2.0,16.021,17.125,4.0,3482.79,0.61,1.6440000000000001,43.0,20.449666666666666,24.110200000000006
0.0,0.96,98.8,2.7,2.4,27.28,709.0,1.4,0.6666666666666666,2.414,9.999999999999998,9.999999999999998,2.0,40.0,1.3333333333333333,0.0,20.006,2.38,1.0,1065.9,1.02,0.284,2.0,36.561,35.9834
4.0,2.452,112.79999999999998,6.86,3.0,18.6,774.9,118.0,0.0,2.844,14.2,14.2,40.0,27.96,2.75,0.8,16.516999999999996,57.63,5.0,5207.79,0.63,0.7,57.0,20.8295,23.687
9.0,1.62,103.4,4.93,2.4000000000000004,11.059000000000001,774.8,56.0,0.0,2.478,11.8,11.8,19.0,19.174,4.25,2.6,24.058000000000003,13.59,3.0,3646.9,0.29,0.59,13.0,21.4215,24.1606
3.0,5.616000000000001,200.2,6.86,1.8,11.03,227.0,44.6,0.0,2.39,11.2,11.2,15.0,33.5,2.0,0.6,18.571,15.845,2.0,3122.79,0.65,1.5079999999999998,8.0,19.230333333333327,23.3786
0.0,3.0820000000000003,105.0,6.86,3.2,14.632,769.0,23.4,0.0,2.786,15.2,15.2,50.0,25.3,3.0,0.0,20.485,19.57,5.0,2797.79,0.71,0.83,80.0,23.97,26.1994
9.0,1.42,73.8,3.9,2.6,12.24,768.7,15.68,0.0,2.664,12.8,12.8,14.0,20.52,5.333333333333334,1.8,22.876999999999995,11.17,3.0,3527.9,0.8,0.47600000000000003,12.0,22.07533333333333,27.291999999999998
3.0,2.14,79.2,5.4,2.6,16.76,775.3,174.2,0.0,2.912,13.8,13.8,430.0,28.47,3.666666666666667,0.6,18.357,49.98,3.0,4332.9,0.23,0.716,56.0,25.677,29.453000000000003
2.0,1.544,98.6,5.4,2.6,10.004,1791.8,68.6,0.0,2.806,12.0,12.0,13.0,31.06,1.5,0.4,25.113000000000003,26.37,2.0,3883.12,0.67,0.514,9.0,24.54275,26.6576
7.0,2.662,135.0,6.86,2.4000000000000004,11.03,1793.7,39.6,0.0,2.5819999999999994,11.000000000000002,11.000000000000002,15.0,43.6,2.6,1.4,24.087,36.35,2.0,5653.79,0.64,0.8239999999999998,8.0,22.1436,22.1436
0.0,1.7000000000000002,85.4,4.4,3.4,15.027999999999999,769.0,17.4,0.0,2.9400000000000004,15.4,15.4,20.0,25.3,3.0,0.0,20.089000000000002,19.57,6.0,1931.9,0.76,0.48200000000000004,81.0,22.225,27.3818
0.0,1.11,98.8,2.85,2.4,35.117,734.0,3.0,0.6666666666666666,2.4459999999999997,10.0,10.0,5.0,54.934,1.3333333333333333,0.0,41.52100000000001,2.78,1.0,1524.9,0.76,0.36,1.0,53.01366666666667,45.855
0.0,4.4540000000000015,170.0,6.86,2.4,15.027999999999999,763.5,28.8,0.0,2.75,14.2,14.2,20.0,31.943,2.5,0.0,20.089000000000002,13.38,5.0,3122.79,0.73,1.1840000000000002,64.0,25.0095,25.9278
9.0,4.204,164.6,6.86,2.0,12.8,773.7,52.6,0.0,2.476,10.8,10.8,80.0,24.76,5.25,3.2,22.317,36.35,3.0,5653.79,0.64,1.2399999999999998,11.0,19.3795,21.4238
0.0,1.69,79.8,4.4,3.2,16.53,1789.0,25.8,0.0,2.92,15.2,15.2,62.0,25.3,1.5,0.0,18.587,19.57,6.0,1775.12,0.76,0.5,70.0,25.88125,27.7284
7.0,1.81,98.8,4.8,2.4,14.65,775.5,106.0,0.0,2.862,11.8,11.8,129.0,29.31,5.0,2.6,20.467,52.09,5.0,5737.9,0.54,0.69,46.0,16.589000000000002,24.0002
1.0,3.0120000000000005,134.2,6.86,2.4000000000000004,11.870999999999999,1791.2,39.2,0.0,2.748,12.0,12.0,21.0,47.448,1.6,0.2,23.245999999999995,21.955,2.0,4020.79,0.63,0.868,7.0,26.0244,26.0244
8.0,4.343999999999999,163.8,6.86,2.2,13.58,771.4,36.1,0.0,2.5340000000000003,12.6,12.6,70.5,27.491,4.5,1.6,21.537,13.93,3.0,3482.79,0.54,1.242,43.0,24.2815,25.3454
6.0,2.04,109.6,5.4,2.4000000000000004,18.08,775.5,150.0,0.0,2.82,12.6,12.6,19.0,31.06,3.25,1.6,17.037,52.09,6.0,5737.9,0.29,0.7140000000000001,51.0,19.13175,22.3288
0.0,1.7200000000000002,103.0,4.7,3.0000000000000004,16.345,777.4,38.6,0.0,2.596,15.000000000000002,15.000000000000002,12.0,29.829,3.25,0.0,18.772000000000002,49.99,4.0,3082.9,0.26,0.524,76.0,23.805,26.0674
0.0,4.564000000000001,158.6,6.86,3.0,16.345,777.4,45.8,0.0,2.694,15.0,15.0,67.0,25.3,3.0,0.0,18.772000000000002,49.99,4.0,3095.79,0.26,1.212,78.0,24.39825,25.4388
0.0,1.86,92.0,5.15,2.8000000000000003,14.632,765.8,29.46,0.0,2.792,14.6,14.6,19.0,30.502,2.25,0.0,20.485,12.33,6.0,3038.9,0.29,0.562,66.0,23.4,25.7434
5.0,4.864000000000001,157.6,6.86,2.0,29.601,774.9,202.2,0.0,2.724,12.2,12.2,461.0,47.448,3.5,1.8,5.515999999999997,57.63,5.0,5791.79,0.53,1.4,54.0,16.179499999999994,18.8638
0.0,2.9720000000000004,95.79999999999998,6.86,2.8,20.428,1780.3,4.6,0.0,2.778,14.8,14.8,11.0,29.829,3.2,0.0,14.688999999999995,5.365,5.0,2399.79,0.62,0.8160000000000001,74.0,28.1252,28.1252
7.0,5.706,201.0,6.86,2.0,20.428,233.7,39.0,0.0,2.448,12.6,12.6,12.0,29.829,5.0,1.4,9.172999999999998,36.215,5.0,5653.79,0.64,1.5399999999999998,48.0,16.676333333333332,21.8462
7.0,1.62,98.8,4.05,2.4,14.32,773.7,57.40000000000001,0.0,2.684,11.6,11.6,104.0,25.04,5.333333333333334,2.6,20.797,36.35,5.0,5640.9,0.64,0.6539999999999999,47.0,16.479,23.9342
9.0,1.53,101.0,4.45,2.4000000000000004,12.24,768.7,56.28,0.0,2.446,11.6,11.6,19.0,20.52,4.5,2.8,22.876999999999995,12.69,3.0,3527.9,0.29,0.5640000000000001,12.0,21.58175,24.2888
0.0,4.936000000000001,185.6,6.86,2.6,17.964000000000002,221.2,27.0,0.0,2.5740000000000003,14.6,14.6,40.0,27.96,1.6666666666666663,0.0,11.637,17.025,5.0,1183.79,0.74,1.254,69.0,22.055,25.0734
0.0,5.0760000000000005,206.4,6.86,1.8,11.03,217.5,6.0,0.0,2.204,9.8,9.8,15.0,43.6,1.5,0.0,18.571,7.074999999999998,2.0,1577.79,1.26,1.3259999999999998,8.0,20.3155,22.1726
8.0,4.564000000000001,163.8,6.86,2.0,13.13,774.3,53.8,0.0,2.6260000000000003,12.0,12.0,94.0,22.99,3.75,1.8,21.986999999999995,21.955,4.0,4604.79,0.63,1.298,44.0,24.10275,25.2024
0.0,2.762,128.8,6.86,2.4000000000000004,17.964000000000002,1769.8,21.0,0.2,2.6180000000000003,12.2,12.2,10.0,39.722,1.4,0.0,58.67400000000001,6.848,1.0,1537.79,0.74,0.79,1.0,38.858000000000004,38.858000000000004
9.0,3.1319999999999997,127.4,6.86,2.2,12.8,773.6,122.6,0.0,2.696,11.8,11.8,80.0,24.76,4.25,2.4,22.317,40.9,3.0,4623.79,0.63,0.95,11.0,19.3795,22.527
0.0,3.0420000000000003,79.2,6.86,2.8,16.687,766.6,11.2,0.0,2.7880000000000003,14.8,14.8,22.0,25.559,2.0,0.0,18.43,10.886,5.0,1759.79,1.02,0.8099999999999999,71.0,25.041,27.0562
9.0,5.416,194.0,6.86,1.8,12.8,230.0,32.0,0.0,2.3680000000000003,10.2,10.2,80.0,24.76,6.0,3.6,16.801,13.745,3.0,3025.79,0.75,1.4979999999999998,11.0,21.2005,22.8806
4.0,1.926,99.0,4.93,3.0,16.18,1797.4,74.6,0.0,2.918,14.2,14.2,162.0,30.651,2.75,0.8,18.937,49.99,4.0,3088.12,0.26,0.6539999999999999,55.0,25.653000000000002,27.5458
9.0,2.472,128.2,6.86,2.2,12.8,770.0,16.48,0.25,2.42,10.2,10.2,2.4,24.76,3.75,1.8,22.317,13.88,1.0,3025.79,0.75,0.7140000000000001,3.0,27.28575,28.851999999999997
0.0,5.896000000000001,162.4,6.86,2.6,18.633,224.6,10.0,0.0,2.6220000000000003,14.6,14.6,11.0,28.351,3.666666666666667,0.0,10.968,24.085,5.0,2399.79,0.58,1.54,74.0,22.914666666666665,25.5892
5.0,5.936000000000001,207.2,6.86,1.8,16.461,235.2,89.2,0.0,2.636,12.4,12.4,124.0,27.16,3.333333333333333,1.0,13.14,37.125,5.0,4834.79,0.59,1.6380000000000001,50.0,22.118000000000002,25.1112
9.0,3.062,121.8,6.86,2.4000000000000004,12.8,1793.8,108.2,0.0,2.744,11.6,11.6,80.0,24.76,4.0,2.8,22.317,33.86,3.0,5791.79,0.53,0.9540000000000001,11.0,22.4976,22.4976
5.0,4.263999999999999,163.8,6.86,2.0,11.03,773.8,95.2,0.0,2.474,11.0,11.0,15.0,43.6,2.5,1.0,24.087,33.86,2.0,5791.79,0.53,1.1979999999999995,8.0,18.937,21.0698
6.0,3.262,134.39999999999998,6.86,2.2,14.32,772.7,86.8,0.0,2.76,12.2,12.2,104.0,25.04,3.75,1.6,20.797,29.78,5.0,4939.79,0.64,1.0099999999999998,47.0,24.2795,26.447
5.0,5.926,195.4,6.86,2.4,16.5,235.1,65.2,0.0,2.5660000000000003,13.2,13.2,67.0,25.3,4.0,1.0,13.101,20.645,5.0,2866.79,0.62,1.588,49.0,20.877,24.3666
5.0,1.7999999999999998,96.2,4.55,3.0,15.64,1794.3,62.6,0.0,2.884,14.0,14.0,115.0,33.667,3.0,1.0,19.477,36.72,6.0,3008.12,0.53,0.5960000000000001,52.0,25.41525,27.3556
0.0,4.114000000000001,170.0,6.86,2.0,11.03,763.5,27.8,0.0,2.474,11.8,11.8,15.0,36.83,1.5,0.0,24.087,13.38,2.0,3122.79,0.73,1.122,8.0,24.01,25.1282
7.0,3.002,135.0,6.86,2.8000000000000003,15.027999999999999,1793.7,40.6,0.0,2.858,13.400000000000002,13.400000000000002,20.0,31.943,3.4,1.4,20.089000000000002,36.35,5.0,5653.79,0.64,0.8859999999999999,48.0,22.9432,22.9432
0.0,1.29,102.6,3.9,2.6000000000000005,11.870999999999999,757.7,10.4,0.0,2.4159999999999995,12.6,12.6,12.0,29.829,2.25,0.0,23.245999999999995,8.319999999999999,2.0,1666.9,0.29,0.406,7.0,22.6865,25.1726
3.0,6.166,200.2,6.86,1.8,17.06,227.0,57.26000000000001,0.0,2.708,13.0,13.0,78.3,33.5,2.333333333333333,0.6,12.540999999999999,15.845,5.0,3122.79,0.65,1.6540000000000001,58.0,22.394000000000002,25.2768
1.0,4.444,170.8,6.86,2.0,18.563,771.2,37.0,0.25,2.556,11.4,11.4,10.0,47.448,2.0,0.2,58.075,21.955,1.0,4020.79,0.63,1.2119999999999995,1.0,39.97975,37.904
6.0,2.09,109.6,5.65,2.4000000000000004,18.563,775.5,119.0,0.0,2.82,12.8,12.8,19.0,34.83,3.0,1.4,16.554000000000002,52.09,6.0,5737.9,0.29,0.718,51.0,19.2525,22.4254
0.0,5.816000000000002,162.40000000000003,6.86,2.6,16.53,229.0,15.6,0.0,2.5960000000000005,14.6,14.6,11.0,25.3,3.666666666666667,0.0,13.070999999999998,19.435,5.0,2399.79,0.62,1.5039999999999998,74.0,22.21366666666667,25.1686
6.0,1.64,81.8,4.15,3.0,14.32,1792.7,30.8,0.0,2.884,13.6,13.6,50.0,25.04,3.5,1.2,20.797,29.78,5.0,4932.12,0.64,0.5760000000000001,47.0,24.75975,26.831200000000006
